PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REGION	CHR_ID	CHR_POS	STRONGEST SNP-RISK ALLELE	SNPS	SNP_ID_CURRENT	CONTEXT	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	2p25.3	2	622827	rs2867125-C	rs2867125	2867125.0	intergenic_variant	0.83	3e-49	48.52
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	18q21.32	18	60172536	rs571312-A	rs571312	571312.0	intergenic_variant	0.24	5.999999999999999e-42	41.22
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	4p12	4	45180510	rs10938397-G	rs10938397	10938397.0	intergenic_variant	0.43	4e-31	30.4
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	11p14.1	11	27704439	rs10767664-A	rs10767664	10767664.0	intron_variant	0.78	4.9999999999999996e-26	25.3
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	1p31.1	1	72346757	rs2815752-A	rs2815752	2815752.0	intergenic_variant	0.61	2e-22	21.7
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	16p11.2	16	28874338	rs7359397-T	rs7359397	7359397.0	intergenic_variant	0.4	2e-20	19.7
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	3q27.2	3	186116710	rs9816226-T	rs9816226	9816226.0	intron_variant	0.82	2e-18	17.7
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	11p11.2	11	47629441	rs3817334-T	rs3817334	3817334.0	intron_variant	0.41	2e-12	11.7
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	19q13.11	19	33818627	rs29941-G	rs29941	29941.0	intergenic_variant	0.67	3e-09	8.52
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	1q25.2	1	177920345	rs543874-G	rs543874	543874.0	regulatory_region_variant	0.19	4.0000000000000004e-23	22.4
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	6p12.3	6	50835337	rs987237-G	rs987237	987237.0	intron_variant	0.18	3e-20	19.52
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	12q13.12	12	49853685	rs7138803-A	rs7138803	7138803.0	intergenic_variant	0.38	2e-17	16.7
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	14q31.1	14	79470621	rs10150332-C	rs10150332	10150332.0	intron_variant	0.21	3e-11	10.52
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	2p23.3	2	24935139	rs713586-C	rs713586	713586.0	intergenic_variant	0.47	6e-22	21.22
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	16p12.3	16	19922278	rs12444979-C	rs12444979	12444979.0	intergenic_variant	0.87	3e-21	20.52
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	15q23	15	67794500	rs2241423-G	rs2241423	2241423.0	intron_variant	0.78	1e-18	18.0
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	19q13.32	19	45698914	rs2287019-C	rs2287019	2287019.0	intron_variant	0.8	2e-16	15.7
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	1p31.1	1	74525960	rs1514175-A	rs1514175	1514175.0	intron_variant	0.43	8e-14	13.1
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	4q24	4	102267552	rs13107325-T	rs13107325	13107325.0	missense_variant	0.07	2e-13	12.7
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	5q13.3	5	75719417	rs2112347-T	rs2112347	2112347.0	intergenic_variant	0.63	2e-13	12.7
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	9p21.1	9	28414341	rs10968576-G	rs10968576	10968576.0	intron_variant	0.31	3e-13	12.52
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	19q13.32	19	47065746	rs3810291-A	rs3810291	3810291.0	3_prime_UTR_variant	0.67	2e-12	11.7
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	2p16.1	2	59075742	rs887912-T	rs887912	887912.0	intron_variant	0.29	2e-12	11.7
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	3p12.1	3	85835000	rs13078807-G	rs13078807	13078807.0	intron_variant	0.2	4e-11	10.4
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	14q12	14	30045906	rs11847697-T	rs11847697	11847697.0	intron_variant	0.04	6e-11	10.22
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	2q22.2	2	142202362	rs2890652-C	rs2890652	2890652.0	intergenic_variant	0.18	1e-10	10.0
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	1p21.3	1	96479241	rs1555543-C	rs1555543	1555543.0	intergenic_variant	0.59	4e-10	9.4
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	13q12.2	13	27446043	rs4771122-G	rs4771122	4771122.0	intron_variant	0.24	9e-10	9.05
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	5q23.2	5	124996410	rs4836133-A	rs4836133	4836133.0	intron_variant	0.48	2e-09	8.7
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	11p15.4	11	8583046	rs4929949-C	rs4929949	4929949.0	intron_variant	0.52	3e-09	8.52
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	6p21.31	6	34335092	rs206936-G	rs206936	206936.0	intron_variant	0.21	3e-08	7.52
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	8q21.13	8	75661476	rs2922763-T	rs2922763	2922763.0	intergenic_variant	0.71	6e-08	7.22
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	16p13.3	16	3988386	rs2444217-A	rs2444217	2444217.0	intron_variant	0.57	9e-08	7.05
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	9q33.3	9	126703046	rs867559-G	rs867559	867559.0	regulatory_region_variant	0.22	1e-07	7.0
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	17q21.32	17	48046570	rs3764400-C	rs3764400	3764400.0	non_coding_transcript_exon_variant	0.14	4e-07	6.4
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	5q12.1	5	63522073	rs255414-A	rs255414	255414.0	intergenic_variant	0.81	1e-06	6.0
20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	7q11.23	7	77010554	rs6955651-T	rs6955651	6955651.0	intron_variant	0.18	2e-06	5.7
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	6q22.33	6	127131494	rs9491696-G	rs9491696	9491696.0	intron_variant	0.48	2e-40	39.7
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	6p21.1	6	43791136	rs6905288-A	rs6905288	6905288.0	intergenic_variant	0.56	6e-25	24.22
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	1p12	1	118961220	rs984222-G	rs984222	984222.0	intron_variant	0.64	8.999999999999998e-25	24.05
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	7p15.2	7	25831489	rs1055144-T	rs1055144	1055144.0	regulatory_region_variant	0.21	1.0000000000000001e-24	24.0
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	2q24.3	2	164656581	rs10195252-T	rs10195252	10195252.0	intron_variant	0.6	2.0000000000000002e-24	23.7
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	1q41	1	219577375	rs4846567-G	rs4846567	4846567.0	regulatory_region_variant	0.71	7e-21	20.15
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	1q24.3	1	172377408	rs1011731-G	rs1011731	1011731.0	intron_variant	0.43	1e-17	17.0
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	12p11.23	12	26300350	rs718314-G	rs718314	718314.0	intron_variant	0.26	1e-17	17.0
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	6p25.1	6	6742916	rs1294421-G	rs1294421	1294421.0	regulatory_region_variant	0.61	2e-17	16.7
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	12q13.13	12	53948900	rs1443512-A	rs1443512	1443512.0	TF_binding_site_variant	0.24	6e-17	16.22
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	3p14.1	3	64719689	rs6795735-C	rs6795735	6795735.0	intron_variant	0.59	1e-13	13.0
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	22q12.1	22	29055683	rs4823006-A	rs4823006	4823006.0	3_prime_UTR_variant	0.57	1e-11	11.0
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	3p21.1	3	52472410	rs6784615-T	rs6784615	6784615.0	intron_variant	0.94	4e-10	9.4
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	5q35.2	5	173935455	rs6861681-A	rs6861681	6861681.0	intron_variant	0.34	2e-09	8.7
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	6p21.32	6	32396178	rs2076529-C	rs2076529	2076529.0	synonymous_variant	0.43	4e-07	6.4
20935629	Heid IM	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935629	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	Up to 77,167 European ancestry individuals	10p11.22	10	31701695	rs7081678-A	rs7081678	7081678.0	intron_variant	0.09	6e-06	5.22
